Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AITrainingPower_MW,GPU_Utilization_Percent,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,BaselineCurtailment_MW,IT_Load_MW,Total_Load_MW,BaselineGridPurchase_MW,GridCharge_MW,BaselineGridSell_MW,NetGridImport_MW,CarbonEmission_tCO2,DemandResponseLevel,SOC_MWh,ChargePower_MW,DischargePower_MW,Baseline_AI_IT_Load_MW,NonAI_IT_Load_MW,DataPeriod,AI_IT_Load_MW,FacilityLoad_MW,RenewableUse_MW,OptimizedGridPurchase_MW,GridImportLimit_MW,GridExportLimit_MW,OptimizedGridSell_MW,OptimizedCurtailment_MW
81,RegionA,Flat,726.51,0.0,0.5973,0.0,25.703704,1089.78,69.5448,0.0,1020.2352,403.2,544.32,474.7752,0.0,0.0,474.7752,283.5832,Medium,350.0,0.0,0.0,15.4826666667,387.717333,Main_0_2399,15.482666666666672,544.31999955,544.31999955,0.0,550.0,0.0,0.0,545.4600004499999
82,RegionA,Flat,726.18,0.0,0.5863,14.72,38.529101,1100.0,73.4832,0.0,1026.5168,403.2,544.32,470.8368,0.0,0.0,470.8368,276.0516,Medium,350.0,0.0,0.0,29.162,374.038,Main_0_2399,29.162000000000006,544.32,544.32,0.0,550.0,0.0,0.0,555.68
83,RegionA,Flat,725.84,0.0,0.5777,22.24,45.589947,1089.78,74.4708,0.0,1015.3092,390.64,527.364,452.8932,0.0,0.0,452.8932,261.6364,Medium,350.0,0.0,0.0,36.622,354.018,Main_0_2399,36.62200000000001,527.364,527.364,0.0,550.0,0.0,0.0,562.4159999999999
84,RegionA,Flat,725.5,0.0,0.5721,22.24,43.740741,1059.81,72.8819,0.0,986.9281,369.82,499.257,426.3751,0.0,0.0,426.3751,243.9292,Medium,350.0,0.0,0.0,35.3246666667,334.495333,Main_0_2399,35.32466666666667,499.2569995500001,499.2569995500001,0.0,550.0,0.0,0.0,560.5530004499999
85,RegionA,Flat,725.16,0.0,0.5697,22.24,40.079365,1012.13,68.5015,0.0,943.6285,340.6,459.81,391.3085,0.0,0.0,391.3085,222.9285,Medium,350.0,0.0,0.0,33.1113333333,307.488667,Main_0_2399,33.11133333333334,459.8100004500001,459.8100004500001,0.0,550.0,0.0,0.0,552.3199995499999
86,RegionA,Flat,724.82,0.0,0.5707,18.7306666667,34.526455,950.0,61.5357,0.0,888.4643,303.88,410.238,348.7023,0.0,0.0,348.7023,199.0044,Low,350.0,0.0,0.0,28.23,275.65,Main_0_2399,28.229999999999983,410.23799999999994,410.23799999999994,0.0,550.0,0.0,0.0,539.7620000000001
87,RegionA,Flat,724.48,0.0,0.575,14.72,29.15873,877.65,56.2895,0.0,821.3605,279.88,377.838,321.5485,0.0,0.0,321.5485,184.8904,Low,350.0,0.0,0.0,23.176,256.704,Main_0_2399,23.176,377.838,377.838,0.0,550.0,0.0,0.0,499.81199999999995
88,RegionA,Flat,724.14,0.0,0.5822,1.472,16.661376,800.0,48.6635,0.0,751.3365,246.93,333.3555,284.692,0.0,0.0,284.692,165.7477,Low,350.0,0.0,0.0,10.3816666667,236.548333,Main_0_2399,10.381666666666579,333.35549954999993,333.35549954999993,0.0,550.0,0.0,0.0,466.64450045000007
89,RegionA,Peak,1049.53,0.0,0.5917,0.0,18.582011,722.35,42.8382,0.0,679.5118,224.71,303.3585,215.5203,0.0,0.0,215.5203,127.5233,Medium,301.087,0.0,45.0,11.0013333333,213.708667,Main_0_2399,11.00133333333334,303.35850045,303.35850045,0.0,550.0,0.0,0.0,418.99149955
90,RegionA,Peak,1049.05,0.0,0.603,0.0,19.253968,650.0,41.5293,0.0,608.4707,227.87,307.6245,221.0952,0.0,0.0,221.0952,133.3204,Medium,252.1739,0.0,45.0,11.3246666667,216.545333,Main_0_2399,11.324666666666669,307.62449955000005,307.62449955000005,0.0,550.0,0.0,0.0,342.37550044999995
91,RegionA,Peak,1048.57,0.0,0.6152,19.2,33.330688,587.87,38.5705,0.0,549.2995,223.62,301.887,218.3165,0.0,0.0,218.3165,134.3083,Medium,203.2609,0.0,45.0,27.2213333333,196.398667,Main_0_2399,27.221333333333337,301.88700045,301.88700045,0.0,550.0,0.0,0.0,285.98299955
92,RegionA,Peak,1048.1,0.0,0.6274,19.2,33.878307,540.19,40.7155,0.0,499.4745,251.33,339.2955,253.58,0.0,0.0,253.58,159.0961,Medium,154.3478,0.0,45.0,27.808,223.522,Main_0_2399,27.808,339.2955,339.2955,0.0,550.0,0.0,0.0,200.89450000000005
93,RegionA,Peak,1047.64,0.0,0.6387,19.2,37.793651,510.22,44.2163,0.0,466.0037,272.94,368.469,279.2527,0.0,0.0,279.2527,178.3587,Medium,105.4348,0.0,45.0,30.184,242.756,Main_0_2399,30.183999999999997,368.469,368.469,0.0,550.0,0.0,0.0,141.75100000000003
94,RegionA,Flat,649.97,0.0,0.6483,19.2,40.690476,500.0,47.1339,54.3439,398.5222,290.95,392.7825,345.6486,0.0,0.0,345.6486,224.084,Low,155.9746,54.3439,0.0,31.558,259.392,Main_0_2399,31.558000000000007,392.7825,392.7825,0.0,550.0,0.0,0.0,107.21749999999997
95,RegionA,Flat,649.7,0.0,0.6555,1.6,19.753968,510.22,54.3316,54.7066,401.1818,335.38,452.763,398.4314,0.0,0.0,398.4314,261.1718,Low,206.8518,54.7066,0.0,11.8643333333,323.515667,Main_0_2399,11.864333333333237,452.76300044999994,452.76300044999994,0.0,550.0,0.0,0.0,57.45699955000009
96,RegionA,Valley,469.03,0.0,0.6598,0.0,16.066138,540.19,55.8754,55.0,429.3146,344.91,465.6285,427.7531,18.0,0.0,427.7531,282.2315,Medium,274.7418,73.0,0.0,9.0773333333,335.832667,Main_0_2399,9.07733333333333,465.62850045000005,465.62850045000005,0.0,550.0,0.0,0.0,74.56149955000001
97,RegionA,Valley,468.83,0.0,0.6609,0.0,22.518519,587.87,65.2471,55.0,467.6229,402.76,543.726,496.4789,18.0,0.0,496.4789,328.1229,Medium,342.6318,73.0,0.0,12.8306666667,389.929333,Main_0_2399,12.830666666666675,543.72599955,543.72599955,0.0,550.0,0.0,0.0,44.14400045000002
98,RegionA,Valley,468.65,0.0,0.6586,0.0,23.52381,650.0,61.8727,0.0,588.1273,381.93,515.6055,461.6556,7.9228,0.0,461.6556,304.0464,Medium,350.0,7.9228,0.0,13.6616666667,368.268333,Main_0_2399,13.66166666666666,515.60549955,515.60549955,0.0,550.0,0.0,0.0,134.39450045
99,RegionA,Valley,468.46,0.0,0.6531,0.0,23.539683,722.35,65.3184,0.0,657.0316,403.2,544.32,479.0016,0.0,0.0,479.0016,312.8359,Medium,350.0,0.0,0.0,13.844,389.356,Main_0_2399,13.843999999999996,544.32,544.32,0.0,550.0,0.0,0.0,178.02999999999997
100,RegionA,Valley,468.28,0.0,0.6446,0.0,19.044974,800.0,65.3184,0.0,734.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,308.7644,Medium,350.0,0.0,0.0,11.0296666667,392.170333,Main_0_2399,11.029666666666666,544.3199995500001,544.3199995500001,0.0,550.0,0.0,0.0,255.68000044999985
101,RegionA,Valley,468.11,0.0,0.6338,0.0,19.185185,877.65,65.3184,0.0,812.3316,403.2,544.32,479.0016,0.0,0.0,479.0016,303.5912,Medium,350.0,0.0,0.0,11.1186666667,392.081333,Main_0_2399,11.118666666666655,544.3199995499999,544.3199995499999,0.0,550.0,0.0,0.0,333.33000045000006
102,RegionA,Valley,467.95,0.0,0.6212,29.44,46.939153,950.0,65.3184,0.0,884.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,297.5558,Medium,350.0,0.0,0.0,39.8173333333,363.382667,Main_0_2399,39.81733333333334,544.3200004500001,544.3200004500001,0.0,550.0,0.0,0.0,405.67999954999993
103,RegionA,Flat,719.67,0.0,0.6079,29.44,46.021164,1012.13,65.3184,0.0,946.8116,403.2,544.32,479.0016,0.0,0.0,479.0016,291.1851,Medium,350.0,0.0,0.0,39.4776666667,363.722333,Main_0_2399,39.477666666666664,544.31999955,544.31999955,0.0,550.0,0.0,0.0,467.81000044999996
104,RegionA,Flat,719.43,0.0,0.5945,29.44,44.984127,1059.81,65.3184,0.0,994.4916,403.2,544.32,479.0016,0.0,0.0,479.0016,284.7665,Medium,350.0,0.0,0.0,38.808,364.392,Main_0_2399,38.80800000000002,544.32,544.32,0.0,550.0,0.0,0.0,515.4899999999999
105,RegionA,Flat,719.2,0.0,0.582,29.44,47.39418,1089.78,69.5448,0.0,1020.2352,403.2,544.32,474.7752,0.0,0.0,474.7752,276.3192,Medium,350.0,0.0,0.0,40.4186666667,362.781333,Main_0_2399,40.41866666666667,544.3199995500001,544.3199995500001,0.0,550.0,0.0,0.0,545.4600004499998
106,RegionA,Flat,718.99,0.0,0.5713,18.0106666667,39.082011,1100.0,73.4832,0.0,1026.5168,403.2,544.32,470.8368,0.0,0.0,470.8368,268.9891,Medium,350.0,0.0,0.0,30.9156666667,372.284333,Main_0_2399,30.915666666666663,544.31999955,544.31999955,0.0,550.0,0.0,0.0,555.68000045
107,RegionA,Flat,718.78,0.0,0.5629,0.0,14.84127,1089.78,74.9302,0.0,1014.8498,393.05,530.6175,455.6873,0.0,0.0,455.6873,256.5064,Medium,350.0,0.0,0.0,9.0343333333,384.015667,Main_0_2399,9.034333333333349,530.6175004500001,530.6175004500001,0.0,550.0,0.0,0.0,559.1624995499999
108,RegionA,Flat,718.59,0.0,0.5575,0.0,12.296296,1059.81,69.0311,0.0,990.7789,350.28,472.878,403.8469,0.0,0.0,403.8469,225.1447,Medium,350.0,0.0,0.0,7.632,342.648,Main_0_2399,7.632000000000016,472.87800000000004,472.87800000000004,0.0,550.0,0.0,0.0,586.9319999999999
109,RegionA,Flat,718.4,0.0,0.5554,0.0,17.656085,1012.13,67.6668,0.0,944.4632,336.45,454.2075,386.5407,0.0,0.0,386.5407,214.6847,Medium,350.0,0.0,0.0,10.9713333333,325.478667,Main_0_2399,10.971333333333348,454.20750045,454.20750045,0.0,550.0,0.0,0.0,557.92249955
110,RegionA,Flat,718.23,0.0,0.5567,0.0,20.119048,950.0,59.4398,0.0,890.5602,293.53,396.2655,336.8257,0.0,0.0,336.8257,187.5109,Low,350.0,0.0,0.0,12.435,281.095,Main_0_2399,12.43500000000002,396.2655000000001,396.2655000000001,0.0,550.0,0.0,0.0,553.7344999999999
111,RegionA,Flat,718.08,0.0,0.5613,0.0,12.037037,877.65,56.3623,0.0,821.2877,280.242,378.3267,321.9644,0.0,0.0,321.9644,180.7186,Low,350.0,0.0,0.0,7.3466666667,272.895333,Main_0_2399,7.3466666666666685,378.32669955000006,378.32669955000006,0.0,550.0,0.0,0.0,499.3233004499999
112,RegionA,Flat,717.93,0.0,0.5688,0.0,12.584656,800.0,46.5666,0.0,753.4334,236.29,318.9915,272.4249,0.0,0.0,272.4249,154.9553,Low,350.0,0.0,0.0,7.7213333333,228.568667,Main_0_2399,7.721333333333331,318.99150045,318.99150045,0.0,550.0,0.0,0.0,481.00849955
113,RegionA,Peak,1040.81,0.0,0.5788,0.0,11.814815,722.35,43.7724,0.0,678.5776,229.61,309.9735,221.2011,0.0,0.0,221.2011,128.0312,Medium,301.087,0.0,45.0,7.0906666667,222.519333,Main_0_2399,7.090666666666671,309.97349955,309.97349955,0.0,550.0,0.0,0.0,412.37650045000004
114,RegionA,Peak,1040.64,0.0,0.5904,5.92,13.206349,650.0,42.7467,0.0,607.2533,234.55,316.6425,228.8958,0.0,0.0,228.8958,135.1401,Medium,252.1739,0.0,45.0,10.1216666667,224.428333,Main_0_2399,10.121666666666671,316.64249955,316.64249955,0.0,550.0,0.0,0.0,333.35750045
115,RegionA,Peak,1040.48,0.0,0.603,5.92,11.301587,587.87,43.8346,0.0,544.0354,254.14,343.089,254.2544,0.0,0.0,254.2544,153.3154,Medium,203.2609,0.0,45.0,8.84,245.3,Main_0_2399,8.840000000000003,343.08900000000006,343.08900000000006,0.0,550.0,0.0,0.0,244.78099999999995
116,RegionA,Peak,1040.35,0.0,0.6155,5.624,11.563492,540.19,35.1702,0.0,505.0198,217.1,293.085,212.9148,0.0,0.0,212.9148,131.0491,Medium,154.3478,0.0,45.0,8.7403333333,208.359667,Main_0_2399,8.740333333333353,293.08500045000005,293.08500045000005,0.0,550.0,0.0,0.0,247.10499955
117,RegionA,Peak,1040.24,0.0,0.6272,0.0,7.650794,510.22,40.1274,0.0,470.0926,247.7,334.395,249.2676,0.0,0.0,249.2676,156.3406,Medium,105.4348,0.0,45.0,4.296,243.404,Main_0_2399,4.295999999999997,334.395,334.395,0.0,550.0,0.0,0.0,175.82500000000005
118,RegionA,Flat,645.61,0.0,0.6373,10.08,22.608466,500.0,50.1098,53.9868,395.9033,309.32,417.582,367.4722,0.0,0.0,367.4722,234.19,Low,155.6425,53.9868,0.0,17.395,291.925,Main_0_2399,17.395000000000003,417.582,417.582,0.0,550.0,0.0,0.0,82.418
119,RegionA,Flat,645.56,0.0,0.645,28.32,42.828042,510.22,56.3841,54.4603,399.3756,348.05,469.8675,413.4834,0.0,0.0,413.4834,266.6968,Medium,206.2906,54.4603,0.0,36.7226666667,311.327333,Main_0_2399,36.72266666666667,469.86749955000005,469.86749955000005,0.0,550.0,0.0,0.0,40.35250044999998
120,RegionA,Valley,466.22,0.0,0.6498,28.32,45.206349,540.19,55.8916,55.0,429.2984,345.01,465.7635,427.8719,18.0,0.0,427.8719,278.0311,Medium,274.1806,73.0,0.0,38.344,306.666,Main_0_2399,38.343999999999994,465.7635,465.7635,0.0,550.0,0.0,0.0,74.42650000000003
121,RegionA,Valley,466.2,0.0,0.6513,22.272,46.804233,587.87,64.0483,55.0,468.8217,395.36,533.736,487.6877,18.0,0.0,487.6877,317.631,Medium,342.0706,73.0,0.0,37.0153333333,358.344667,Main_0_2399,37.015333333333395,533.7360004500001,533.7360004500001,0.0,550.0,0.0,0.0,54.133999549999885
122,RegionA,Valley,466.2,0.0,0.6495,8.664,38.378307,650.0,65.3184,0.0,584.6816,403.2,544.32,487.5278,8.5262,0.0,487.5278,316.6493,Medium,350.0,8.5262,0.0,26.5376666667,376.662333,Main_0_2399,26.537666666666638,544.3199995499999,544.3199995499999,0.0,550.0,0.0,0.0,105.68000045000008
123,RegionA,Valley,466.21,0.0,0.6445,8.16,36.185185,722.35,65.3184,0.0,657.0316,403.2,544.32,479.0016,0.0,0.0,479.0016,308.7165,Medium,350.0,0.0,0.0,25.1426666667,378.057333,Main_0_2399,25.14266666666666,544.3199995500001,544.3199995500001,0.0,550.0,0.0,0.0,178.03000044999987
124,RegionA,Valley,466.22,0.0,0.6365,2.448,34.81746,800.0,65.3184,0.0,734.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,304.8845,Medium,350.0,0.0,0.0,21.7783333333,381.421667,Main_0_2399,21.778333333333304,544.3200004500001,544.3200004500001,0.0,550.0,0.0,0.0,255.67999954999993
125,RegionA,Valley,466.25,0.0,0.6262,0.0,25.648148,877.65,65.3184,0.0,812.3316,403.2,544.32,479.0016,0.0,0.0,479.0016,299.9508,Medium,350.0,0.0,0.0,15.324,387.876,Main_0_2399,15.323999999999991,544.32,544.32,0.0,550.0,0.0,0.0,333.3299999999999
126,RegionA,Valley,466.29,0.0,0.6142,2.88,25.767196,950.0,65.3184,0.0,884.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,294.2028,Medium,350.0,0.0,0.0,16.5333333333,386.666667,Main_0_2399,16.533333333333324,544.3200004500001,544.3200004500001,0.0,550.0,0.0,0.0,405.67999954999993
127,RegionA,Flat,717.43,0.0,0.6014,2.88,21.716931,1012.13,65.3184,0.0,946.8116,403.2,544.32,479.0016,0.0,0.0,479.0016,288.0716,Medium,350.0,0.0,0.0,14.0146666667,389.185333,Main_0_2399,14.014666666666674,544.3199995500001,544.3199995500001,0.0,550.0,0.0,0.0,467.81000044999985
128,RegionA,Flat,717.52,0.0,0.5886,2.88,16.835979,1059.81,65.3184,0.0,994.4916,403.2,544.32,479.0016,0.0,0.0,479.0016,281.9403,Medium,350.0,0.0,0.0,10.668,392.532,Main_0_2399,10.668000000000031,544.32,544.32,0.0,550.0,0.0,0.0,515.4899999999999
129,RegionA,Flat,717.62,0.0,0.5767,2.88,13.007937,1089.78,69.5448,0.0,1020.2352,403.2,544.32,474.7752,0.0,0.0,474.7752,273.8029,Medium,350.0,0.0,0.0,8.476,394.724,Main_0_2399,8.475999999999999,544.32,544.32,0.0,550.0,0.0,0.0,545.4599999999999
130,RegionA,Flat,717.73,0.0,0.5665,0.24,11.886243,1100.0,73.2426,0.0,1026.7574,401.88,542.538,469.2954,0.0,0.0,469.2954,265.8558,Medium,350.0,0.0,0.0,6.824,395.056,Main_0_2399,6.824000000000011,542.538,542.538,0.0,550.0,0.0,0.0,557.462
131,RegionA,Flat,717.86,0.0,0.5588,0.0,12.94709,1089.78,76.4782,0.0,1013.3018,401.17,541.5795,465.1013,0.0,0.0,465.1013,259.8986,Medium,350.0,0.0,0.0,7.0853333333,394.084667,Main_0_2399,7.085333333333328,541.5795004500001,541.5795004500001,0.0,550.0,0.0,0.0,548.2004995499999
132,RegionA,Flat,718.01,0.0,0.554,0.0,13.608466,1059.81,71.3447,0.0,988.4653,362.02,488.727,417.3823,0.0,0.0,417.3823,231.2298,Medium,350.0,0.0,0.0,7.6786666667,354.341333,Main_0_2399,7.678666666666659,488.7269995500001,488.7269995500001,0.0,550.0,0.0,0.0,571.0830004499999
133,RegionA,Flat,718.17,0.0,0.5524,0.0,9.494709,1012.13,69.8874,0.0,942.2426,347.491,469.1128,399.2254,0.0,0.0,399.2254,220.5321,Medium,350.0,0.0,0.0,5.5493333333,341.941667,Main_0_2399,5.5493333333333315,469.11285045,469.11285045,0.0,550.0,0.0,0.0,543.01714955
134,RegionA,Flat,718.34,0.0,0.5543,0.0,7.238095,950.0,62.9791,0.0,887.0209,311.008,419.8608,356.8817,0.0,0.0,356.8817,197.8195,Low,350.0,0.0,0.0,4.2326666667,306.775333,Main_0_2399,4.2326666666666934,419.8607995500001,419.8607995500001,0.0,550.0,0.0,0.0,530.1392004499999
135,RegionA,Flat,718.53,0.0,0.5595,0.0,6.603175,877.65,57.1724,0.0,820.4776,284.27,383.7645,326.5921,0.0,0.0,326.5921,182.7283,Low,350.0,0.0,0.0,3.648,280.622,Main_0_2399,3.6480000000000015,383.76450000000006,383.76450000000006,0.0,550.0,0.0,0.0,493.8854999999999
136,RegionA,Flat,718.73,0.0,0.5676,8.32,14.81746,800.0,44.6747,0.0,755.3253,226.69,306.0315,261.3568,0.0,0.0,261.3568,148.3461,Low,350.0,0.0,0.0,11.9466666667,214.743333,Main_0_2399,11.946666666666673,306.03149955000004,306.03149955000004,0.0,550.0,0.0,0.0,493.96850044999996
137,RegionA,Peak,1042.47,0.0,0.5782,8.32,20.328042,722.35,43.4101,0.0,678.9399,227.71,307.4085,218.9984,0.0,0.0,218.9984,126.6249,Medium,301.087,0.0,45.0,15.3453333333,212.364667,Main_0_2399,15.34533333333332,307.40850045,307.40850045,0.0,550.0,0.0,0.0,414.94149955
138,RegionA,Peak,1042.81,0.0,0.5904,8.32,31.283069,650.0,41.6259,0.0,608.3741,228.4,308.34,221.7141,0.0,0.0,221.7141,130.9,Medium,252.1739,0.0,45.0,22.3866666667,206.013333,Main_0_2399,22.386666666666667,308.33999955,308.33999955,0.0,550.0,0.0,0.0,341.66000045
139,RegionA,Peak,1043.16,0.0,0.6036,8.32,38.227513,587.87,38.9723,0.0,548.8977,225.95,305.0325,221.0602,0.0,0.0,221.0602,133.4319,Medium,203.2609,0.0,45.0,26.8266666667,199.123333,Main_0_2399,26.826666666666668,305.03249955,305.03249955,0.0,550.0,0.0,0.0,282.83750045
140,RegionA,Peak,1043.53,0.0,0.6167,15.8746666667,52.256614,540.19,36.8809,0.0,503.3091,227.66,307.341,225.4601,0.0,0.0,225.4601,139.0412,Medium,154.3478,0.0,45.0,38.3746666667,189.285333,Main_0_2399,38.374666666666634,307.34099955,307.34099955,0.0,550.0,0.0,0.0,232.84900045000006
141,RegionA,Peak,1043.92,0.0,0.6291,2.496,30.714286,510.22,44.226,0.0,465.994,273.0,368.55,279.324,0.0,0.0,279.324,175.7227,Medium,105.4348,0.0,45.0,19.8393333333,253.160667,Main_0_2399,19.839333333333396,368.5500004500001,368.5500004500001,0.0,550.0,0.0,0.0,141.66999954999994
142,RegionA,Flat,648.21,0.0,0.6397,4.32,21.534392,500.0,48.7296,54.1524,397.118,300.8,406.08,357.3504,0.0,0.0,357.3504,228.5971,Low,155.7966,54.1524,0.0,14.7853333333,286.014667,Main_0_2399,14.78533333333336,406.08000045000006,406.08000045000006,0.0,550.0,0.0,0.0,93.91999954999994
143,RegionA,Flat,648.47,0.0,0.648,4.32,13.796296,510.22,53.1198,54.852,402.2482,327.9,442.665,389.5452,0.0,0.0,389.5452,252.4253,Low,206.8089,54.852,0.0,9.7666666667,318.133333,Main_0_2399,9.76666666666669,442.66499955000006,442.66499955000006,0.0,550.0,0.0,0.0,67.55500044999997
144,RegionA,Valley,468.54,0.0,0.6534,2.16,17.365079,540.19,56.3744,55.0,428.8156,347.99,469.7865,431.4121,18.0,0.0,431.4121,281.8847,Medium,274.6989,73.0,0.0,10.992,336.998,Main_0_2399,10.992000000000004,469.78650000000005,469.78650000000005,0.0,550.0,0.0,0.0,70.40350000000001
145,RegionA,Valley,468.75,0.0,0.6555,0.0,16.587302,587.87,58.4366,55.0,474.4334,360.72,486.972,446.5354,18.0,0.0,446.5354,292.7039,Medium,342.5889,73.0,0.0,9.8363333333,350.883667,Main_0_2399,9.836333333333338,486.97200045000005,486.97200045000005,0.0,550.0,0.0,0.0,100.89799954999995
146,RegionA,Valley,468.96,0.0,0.6543,0.0,18.767196,650.0,65.3184,0.0,584.6816,403.2,544.32,486.9705,7.9689,0.0,486.9705,318.6248,Medium,350.0,7.9689,0.0,11.268,391.932,Main_0_2399,11.268000000000018,544.32,544.32,0.0,550.0,0.0,0.0,105.67999999999995
147,RegionA,Valley,469.19,0.0,0.6498,0.0,14.962963,722.35,65.3184,0.0,657.0316,403.2,544.32,479.0016,0.0,0.0,479.0016,311.2552,Medium,350.0,0.0,0.0,8.6623333333,394.537667,Main_0_2399,8.662333333333335,544.3200004500001,544.3200004500001,0.0,550.0,0.0,0.0,178.02999954999996
148,RegionA,Valley,469.41,0.0,0.6424,25.76,39.719577,800.0,65.3184,0.0,734.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,307.7106,Medium,350.0,0.0,0.0,34.022,369.178,Main_0_2399,15.462000000000003,519.264,519.264,0.0,550.0,0.0,0.0,280.736
149,RegionA,Valley,469.65,0.0,0.6327,25.76,36.357143,877.65,65.3184,0.0,812.3316,403.2,544.32,479.0016,0.0,0.0,479.0016,303.0643,Medium,350.0,0.0,0.0,31.904,371.296,Main_0_2399,13.344000000000019,519.264,519.264,0.0,550.0,0.0,0.0,358.38599999999997
150,RegionA,Valley,469.89,0.0,0.6212,50.16,57.859788,950.0,65.3184,0.0,884.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,297.5558,Medium,350.0,0.0,0.0,54.7636666667,348.436333,Main_0_2399,44.84366666666662,530.92799955,530.92799955,0.0,550.0,0.0,0.0,419.07200045
151,RegionA,Flat,723.29,0.0,0.609,31.1893333333,40.502646,1012.13,65.3184,0.0,946.8116,403.2,544.32,479.0016,0.0,0.0,479.0016,291.712,Medium,350.0,0.0,0.0,36.7493333333,366.450667,Main_0_2399,43.35200000000011,553.2336004500002,553.2336004500002,0.0,550.0,0.0,0.0,458.89639954999984
152,RegionA,Flat,723.68,0.0,0.5967,30.88,44.722222,1059.81,65.3184,0.0,994.4916,403.2,544.32,479.0016,0.0,0.0,479.0016,285.8203,Medium,350.0,0.0,0.0,39.055,364.145,Main_0_2399,39.05499999999998,544.3199999999999,544.3199999999999,0.0,550.0,0.0,0.0,515.49
153,RegionA,Flat,724.08,0.0,0.5853,28.576,48.925926,1089.78,69.5448,0.0,1020.2352,403.2,544.32,474.7752,0.0,0.0,474.7752,277.8859,Medium,350.0,0.0,0.0,40.3126666667,362.887333,Main_0_2399,40.3126666666668,544.3199995500003,544.3199995500003,0.0,550.0,0.0,0.0,545.4600004499997
154,RegionA,Flat,724.49,0.0,0.5756,31.52,48.645503,1100.0,73.4832,0.0,1026.5168,403.2,544.32,470.8368,0.0,0.0,470.8368,271.0137,Medium,350.0,0.0,0.0,41.1733333333,362.026667,Main_0_2399,41.17333333333336,544.3200004500001,544.3200004500001,0.0,550.0,0.0,0.0,555.6799995499999
155,RegionA,Flat,724.9,0.0,0.5684,31.52,47.095238,1089.78,71.5578,0.0,1018.2222,375.36,506.736,435.1782,0.0,0.0,435.1782,247.3553,Medium,350.0,0.0,0.0,40.276,335.084,Main_0_2399,40.275999999999996,506.73600000000005,506.73600000000005,0.0,550.0,0.0,0.0,583.0439999999999
156,RegionA,Flat,725.32,0.0,0.564,17.6453333333,31.420635,1059.81,63.0361,0.0,996.7739,319.86,431.811,368.7749,0.0,0.0,368.7749,207.989,Low,350.0,0.0,0.0,25.4393333333,294.420667,Main_0_2399,25.439333333333284,431.81100045,431.81100045,0.0,550.0,0.0,0.0,627.99899955
157,RegionA,Flat,725.75,0.0,0.563,25.6,45.002646,1012.13,67.9774,0.0,944.1526,337.994,456.2919,388.3145,0.0,0.0,388.3145,218.6211,Medium,350.0,0.0,0.0,37.3266666667,300.667333,Main_0_2399,37.32666666666668,456.2918995500001,456.2918995500001,0.0,550.0,0.0,0.0,555.83810045
158,RegionA,Flat,726.18,0.0,0.5653,14.048,29.439153,950.0,65.2903,0.0,884.7097,322.421,435.2684,369.9781,0.0,0.0,369.9781,209.1486,Low,350.0,0.0,0.0,23.6213333333,298.799667,Main_0_2399,23.621333333333475,435.26835045000024,435.26835045000024,0.0,550.0,0.0,0.0,514.7316495499997
159,RegionA,Flat,726.62,0.0,0.5709,13.44,30.039683,877.65,58.4897,0.0,819.1603,290.82,392.607,334.1173,0.0,0.0,334.1173,190.7476,Low,350.0,0.0,0.0,23.692,267.128,Main_0_2399,23.69199999999999,392.607,392.607,0.0,550.0,0.0,0.0,485.04299999999995
160,RegionA,Flat,727.07,0.0,0.5794,13.44,30.497354,800.0,56.5918,0.0,743.4082,287.16,387.666,331.0742,0.0,0.0,331.0742,191.8244,Low,350.0,0.0,0.0,23.9306666667,263.229333,Main_0_2399,23.930666666666667,387.66599955,387.66599955,0.0,550.0,0.0,0.0,412.33400045
161,RegionA,Peak,1054.9,0.0,0.5904,13.44,36.825397,722.35,44.7465,0.0,677.6035,234.72,316.872,227.1255,0.0,0.0,227.1255,134.0949,Medium,301.087,0.0,45.0,27.58,207.14,Main_0_2399,27.57999999999999,316.87199999999996,316.87199999999996,0.0,550.0,0.0,0.0,405.47800000000007
162,RegionA,Peak,1055.55,0.0,0.603,13.44,35.396825,650.0,46.6104,0.0,603.3896,255.75,345.2625,253.6521,0.0,0.0,253.6521,152.9522,Medium,252.1739,0.0,45.0,26.5,229.25,Main_0_2399,26.500000000000014,345.26250000000005,345.26250000000005,0.0,550.0,0.0,0.0,304.73749999999995
163,RegionA,Peak,1056.21,0.0,0.6165,20.384,40.939153,587.87,36.4886,0.0,551.3814,211.55,285.5925,204.1039,0.0,0.0,204.1039,125.8301,Medium,203.2609,0.0,45.0,32.5416666667,179.008333,Main_0_2399,32.541666666666735,285.5924995500001,285.5924995500001,0.0,550.0,0.0,0.0,302.2775004499999
